SoilType,Temperature (Celsius),Humidity (%),Crop
1,25.21622704,70.88259632,jute
1,24.39736241,79.26861738,jute
1,23.31410442,71.4509053,jute
1,25.72668885,81.86171563,jute
1,26.96656378,78.21047693,jute
1,23.70467146,74.63745355,jute
1,24.90075709,73.84186449,jute
1,23.39605743,72.60512854,jute
1,26.8748389,79.78725152,jute
1,23.1426498,74.99739774,jute
1,24.29496635,77.62976013,jute
1,24.39459498,89.89106506,jute
1,25.7629429,80.76238215,jute
1,25.4879684,84.48235878,jute
1,25.37122686,76.2403666,jute
1,26.21312799,81.70476368,jute
1,24.30748599,78.54340987,jute
1,23.76554749,87.98329901,jute
1,24.79853023,78.53037059,jute
1,23.20683504,74.09956958,jute
1,23.66805429,70.89000744,jute
1,25.12417673,85.72530641,jute
1,23.89069041,83.46409075,jute
1,23.09433785,81.45139295,jute
1,24.21744605,82.85284045,jute
1,24.06475727,71.31342851,jute
1,24.85441411,74.4407048,jute
1,26.41915161,76.85691248,jute
1,24.89326318,77.01222585,jute
1,23.25583402,82.7015932,jute
1,24.7634518,87.06071115,jute
1,24.97042599,78.62697699,jute
1,26.12797248,80.49172597,jute
1,25.97825807,81.65769588,jute
1,26.2830571,73.35763537,jute
1,26.38905406,83.31240346,jute
1,25.2746335,73.7459581,jute
1,23.09499564,78.45959697,jute
1,25.79351957,81.76904006,jute
1,23.17403323,87.88255345,jute
1,25.63215038,79.95150917,jute
1,25.848795,87.81661683,jute
1,26.56767277,80.90424543,jute
1,26.24532085,72.97198375,jute
1,26.91515043,73.19897535,jute
1,24.36972377,82.11319791,jute
1,25.71901283,79.15532398,jute
1,25.01157559,88.3313023,jute
1,25.40785911,76.44048625,jute
1,23.28081,74.27607475,jute
1,23.98651719,82.09053379,jute
1,24.48556447,83.20630007,jute
1,25.86705009,84.09985284,jute
1,23.5643831,79.46283115,jute
1,24.2248758,74.89465426,jute
1,25.49386782,86.97061481,jute
1,24.97178693,79.47557931,jute
1,24.80624984,82.09281674,jute
1,23.16814977,76.66724969,jute
1,24.25133493,89.86454053,jute
1,26.58361011,78.00774772,jute
1,26.82489244,78.20392774,jute
1,25.49674786,81.13449097,jute
1,24.09874353,80.57226761,jute
1,23.18866654,86.20899734,jute
1,26.24347471,78.51063754,jute
1,23.75091572,71.14782585,jute
1,26.13871511,79.1188943,jute
1,26.14576648,71.23690851,jute
1,26.91643698,73.48655995,jute
1,26.5232969,77.17331847,jute
1,23.81579631,80.94023552,jute
1,26.50838667,86.84264005,jute
1,26.63952463,70.95705996,jute
1,23.3250131,79.79609448,jute
1,26.47549543,73.96164569,jute
1,23.78756036,74.36794079,jute
1,25.49941707,75.99987588,jute
1,23.24925555,73.65346838,jute
1,26.98582182,89.05587886,jute
1,23.61475336,86.14290267,jute
1,23.87484465,86.79261344,jute
1,23.92887902,88.07112278,jute
1,24.81441246,81.68688879,jute
1,24.44743944,82.286484,jute
1,26.57421679,73.81994896,jute
1,15.46,63.07,muskmelon
1,21.91,56.31,muskmelon
1,23.88,46.26,muskmelon
1,27.51,37.69,muskmelon
1,27.94,58.39,muskmelon
1,17.01,60.75,muskmelon
1,34.1,67.09,muskmelon
1,20.24,32.09,muskmelon
1,16.47,70.06,muskmelon
1,27.87,65.68,muskmelon
1,19.25,53.57,muskmelon
1,27.57826922,94.11878202,muskmelon
1,27.82054812,93.03555162,muskmelon
1,29.09910406,94.22237826,muskmelon
1,28.04943594,90.83130708,muskmelon
1,29.91690582,94.55695552,muskmelon
1,29.86895762,93.25103208,muskmelon
1,29.17220859,92.21405224,muskmelon
1,29.24908541,90.06998135,muskmelon
1,27.76317235,90.35567642,muskmelon
1,28.82629037,94.26765349,muskmelon
1,28.52379742,92.09688432,muskmelon
1,29.06785065,90.97685539,muskmelon
1,29.08417927,90.73891887,muskmelon
1,28.47090661,94.79453182,muskmelon
1,28.27973674,90.38971208,muskmelon
1,28.47212559,91.21322065,muskmelon
1,29.68846716,94.30111601,muskmelon
1,27.02415146,91.66737633,muskmelon
1,29.09588297,94.16748386,muskmelon
1,29.69238699,92.58862544,muskmelon
1,28.20619412,92.86798698,muskmelon
1,29.05248036,93.92217834,muskmelon
1,29.57240298,93.61870344,muskmelon
1,29.10968327,92.43510994,muskmelon
1,28.20480805,92.91440379,muskmelon
1,29.11858526,92.12543021,muskmelon
1,29.62800691,90.10051615,muskmelon
1,29.81196601,90.36881284,muskmelon
1,27.72338349,90.93897939,muskmelon
1,29.26092798,92.92367701,muskmelon
1,29.72791119,94.29753295,muskmelon
1,28.91105641,90.78413842,muskmelon
1,28.96361426,93.88482153,muskmelon
1,28.59052369,91.33617236,muskmelon
1,27.33897716,90.69759008,muskmelon
1,29.90415889,90.75284363,muskmelon
1,27.42711692,90.02696201,muskmelon
1,29.55657523,90.70937262,muskmelon
1,29.84070774,93.76312893,muskmelon
1,28.53545677,91.72742702,muskmelon
1,27.11535046,94.86907886,muskmelon
1,27.84492803,91.60666594,muskmelon
1,29.03157242,91.82172592,muskmelon
1,27.82424457,90.56698742,muskmelon
1,27.72653142,92.00687531,muskmelon
1,28.69708334,94.30759855,muskmelon
1,29.73019662,90.97015715,muskmelon
1,29.54097171,92.91778307,muskmelon
1,28.80311922,91.78336933,muskmelon
1,27.29035669,90.53330091,muskmelon
1,27.46583649,94.87679041,muskmelon
1,29.49401389,94.72981338,muskmelon
1,27.79161808,92.51054946,muskmelon
1,29.12533739,91.52291141,muskmelon
1,27.93114233,93.56161439,muskmelon
1,29.45771748,92.12534736,muskmelon
1,27.96872279,92.17444796,muskmelon
1,29.48882958,91.07574233,muskmelon
1,29.47156259,90.77069618,muskmelon
1,27.0767265,90.14362622,muskmelon
1,27.30008597,90.80015308,muskmelon
1,29.82729394,90.79007335,muskmelon
1,29.93061247,93.22980899,muskmelon
1,29.94349168,93.90741192,muskmelon
1,28.03306461,91.47355778,muskmelon
1,29.8843055,94.0371147,muskmelon
1,27.7058373,92.91185695,muskmelon
1,29.78714005,94.65343534,muskmelon
1,28.57819995,92.86597437,muskmelon
1,29.48069921,90.33698678,muskmelon
1,27.51492243,94.96218673,muskmelon
1,28.05457761,94.81637388,muskmelon
1,29.03167341,93.12603235,muskmelon
1,28.5854649,91.89216849,muskmelon
1,27.08808014,93.42402083,muskmelon
1,27.99611732,90.84660317,muskmelon
1,27.87317436,91.14849627,muskmelon
1,28.96586565,90.71832938,muskmelon
1,28.87726019,92.48839665,muskmelon
1,29.17052093,94.19790371,muskmelon
1,29.34033587,90.01506395,muskmelon
1,29.07265321,91.91533173,muskmelon
1,28.68275966,92.50969311,muskmelon
1,28.92705913,91.39356832,muskmelon
1,27.99901833,91.64193051,muskmelon
1,27.59350075,91.79742953,muskmelon
1,29.87331077,90.60932469,muskmelon
1,28.55852465,90.45773041,muskmelon
1,29.19378695,91.46241065,muskmelon
1,27.98780984,92.78226196,muskmelon
1,28.05380704,91.81758779,muskmelon
1,27.3506296,94.2911951,muskmelon
1,29.34081108,94.5513539,muskmelon
1,28.61475136,94.22253035,muskmelon
1,27.04863538,91.34685096,muskmelon
1,29.5275305,94.57459443,muskmelon
1,28.50416396,93.46806467,muskmelon
1,28.89578588,94.78993038,muskmelon
1,27.04927452,91.3821731,muskmelon
1,28.96017885,91.69532178,muskmelon
1,24.94,89.2,pomegranate
1,23.5,62.37,pomegranate
1,31.79,88.5,pomegranate
1,31.13,51.51,pomegranate
1,25.63,76.32,pomegranate
1,32.24,33.17,pomegranate
1,20.96,46.7,pomegranate
1,17.69,53.9,pomegranate
1,29.66,84.77,pomegranate
1,24.55981624,91.63536236,pomegranate
1,19.65690085,89.93701023,pomegranate
1,18.78359608,87.4024767,pomegranate
1,24.1469628,94.5110662,pomegranate
1,22.44581266,89.90147027,pomegranate
1,24.96273236,92.40501423,pomegranate
1,22.5526059,89.3259486,pomegranate
1,22.77035608,91.45498527,pomegranate
1,19.20090378,94.27659596,pomegranate
1,23.12808226,92.68328358,pomegranate
1,24.92639065,85.19098079,pomegranate
1,24.77464458,85.63608688,pomegranate
1,19.8671184,86.35590206,pomegranate
1,24.26601316,93.7974061,pomegranate
1,23.62600218,89.73266695,pomegranate
1,19.67832052,89.08935702,pomegranate
1,22.36509395,92.30882391,pomegranate
1,21.57936934,94.88267728,pomegranate
1,18.26233221,88.16779129,pomegranate
1,23.71028128,89.61794165,pomegranate
1,22.48720144,89.9224883,pomegranate
1,21.6602498,94.79397419,pomegranate
1,20.13037175,89.31505137,pomegranate
1,18.41164435,91.11927248,pomegranate
1,19.68291173,89.75272999,pomegranate
1,23.20242586,91.19442671,pomegranate
1,18.92157197,87.31290342,pomegranate
1,22.10621387,91.34039616,pomegranate
1,18.47412402,89.68919664,pomegranate
1,19.81069447,88.92944254,pomegranate
1,24.4880844,90.83687246,pomegranate
1,18.75927679,89.93457597,pomegranate
1,19.54128063,90.29751796,pomegranate
1,18.91251245,87.74938524,pomegranate
1,19.91330523,94.95031368,pomegranate
1,19.72620525,89.64934166,pomegranate
1,23.83185873,87.84034604,pomegranate
1,24.94467632,94.25702672,pomegranate
1,24.692258,93.87030088,pomegranate
1,24.72485577,85.56083187,pomegranate
1,20.12644921,87.59629625,pomegranate
1,21.02432943,93.0569505,pomegranate
1,22.40423537,88.1508343,pomegranate
1,20.33691147,89.38003827,pomegranate
1,24.24779615,85.56033312,pomegranate
1,24.81530144,91.90842992,pomegranate
1,19.66329768,87.95158129,pomegranate
1,22.43377991,90.3396556,pomegranate
1,22.92052307,85.12912161,pomegranate
1,22.91843172,85.40695044,pomegranate
1,24.88244467,89.39686219,pomegranate
1,23.40981539,93.13277,pomegranate
1,21.20725375,94.26304717,pomegranate
1,18.20230419,91.12282162,pomegranate
1,22.34375696,89.7870345,pomegranate
1,24.32770134,90.88292835,pomegranate
1,19.75088482,88.71691157,pomegranate
1,19.86173586,86.19740917,pomegranate
1,18.07132963,93.14554876,pomegranate
1,23.89162561,89.61850203,pomegranate
1,23.98598756,93.34236582,pomegranate
1,20.93892916,85.42912869,pomegranate
1,20.82210727,87.22815682,pomegranate
1,20.86474944,91.61793636,pomegranate
1,24.45840036,86.10874614,pomegranate
1,24.51147697,90.64498715,pomegranate
1,24.56811204,92.03009222,pomegranate
1,24.63228709,89.01574455,pomegranate
1,20.07386547,90.97819712,pomegranate
1,21.80523051,94.63612858,pomegranate
1,22.8122645,86.34233767,pomegranate
1,22.73031253,88.48567856,pomegranate
1,23.2801227,94.94330457,pomegranate
1,19.30106297,87.1775172,pomegranate
1,19.0087067,88.83768149,pomegranate
1,24.35193812,90.88612388,pomegranate
1,24.72235539,88.87651295,pomegranate
1,21.92513945,94.46485312,pomegranate
1,24.83954414,86.88738076,pomegranate
1,18.09691127,90.42177379,pomegranate
1,20.24104904,91.08706822,pomegranate
1,23.22594,94.42971362,pomegranate
1,23.50128217,92.97527546,pomegranate
1,19.44623085,89.02127045,pomegranate
1,20.51343484,92.51675903,pomegranate
1,18.90223032,94.99897537,pomegranate
1,18.90592319,89.24126808,pomegranate
1,22.63045168,88.45577158,pomegranate
1,19.38603815,86.79058496,pomegranate
1,24.38318965,91.19431555,pomegranate
1,23.77989026,92.93386903,pomegranate
1,22.59890174,93.16343942,pomegranate
1,24.37766782,85.4017118,pomegranate
1,20.89273273,91.07776977,pomegranate
1,18.09903225,85.70786282,pomegranate
1,20.00218987,85.83618191,pomegranate
1,19.85139326,89.80732335,pomegranate
1,21.25433607,92.65058936,pomegranate
1,23.65374106,93.32657504,pomegranate
1,23.88404783,86.20613842,pomegranate
2,27.27,86.44,apple
2,24.27,74.44,apple
2,24,78.44,apple
2,24.45,58.44,apple
2,22.27,56.44,apple
2,21.27,68.44,apple
2,29.14,50.19,apple
2,22.75089,90.69489,apple
2,23.8494,94.34815,apple
2,22.60801,94.58901,apple
2,21.18667,91.13436,apple
2,23.41045,91.69913,apple
2,22.86007,93.1286,apple
2,22.48403,93.40819,apple
2,22.02775,92.96129,apple
2,21.91191,91.68748,apple
2,23.71059,93.27392,apple
2,21.37785,92.72044,apple
2,22.84853,94.3213,apple
2,23.10943,92.79631,apple
2,23.25231,94.54128,apple
2,23.67288,90.49356,apple
2,23.76882,90.5981,apple
2,23.34386,91.47685,apple
2,22.63946,90.18452,apple
2,22.45697,94.76285,apple
2,22.96388,93.58066,apple
2,21.07273,93.56586,apple
2,22.44075,92.70785,apple
2,22.71271,90.45262,apple
2,21.70417,93.44006,apple
2,22.43325,92.48668,apple
2,21.25941,92.84416,apple
2,22.92157,94.89613,apple
2,22.81213,91.51862,apple
2,21.12152,90.68788,apple
2,21.11479,90.31529,apple
2,23.59997,90.97598,apple
2,23.12653,94.71203,apple
2,22.98459,93.32045,apple
2,22.12659,90.97818,apple
2,22.5378,91.48136,apple
2,22.49095,91.70293,apple
2,22.35548,94.47812,apple
2,22.20701,93.50574,apple
2,22.44517,94.73764,apple
2,22.76643,92.12439,apple
2,22.19109,90.02575,apple
2,23.61192,91.70294,apple
2,23.86087,94.92048,apple
2,21.42177,92.62665,apple
2,22.36629,90.78572,apple
2,23.99686,91.61002,apple
2,21.8013,92.73447,apple
2,23.80436,92.80442,apple
2,23.71475,91.53331,apple
2,23.34467,90.37981,apple
2,22.31254,90.03577,apple
2,23.50201,92.21084,apple
2,23.4626,91.45665,apple
2,23.06204,92.39544,apple
2,22.47421,91.2276,apple
2,22.6978,92.82223,apple
2,23.66682,93.90191,apple
2,22.5005,92.45878,apple
2,23.83054,90.84422,apple
2,23.64142,93.74461,apple
2,21.41364,92.99125,apple
2,22.85267,94.57646,apple
2,22.98208,93.84505,apple
2,21.1991,90.80819,apple
2,23.87192,90.49939,apple
2,21.03653,94.3392,apple
2,22.61712,93.51978,apple
2,21.45279,90.74532,apple
2,22.81228,92.12992,apple
2,21.98142,91.12719,apple
2,22.52709,92.5478,apple
2,22.35629,91.9236,apple
2,21.19852,92.15595,apple
2,23.88125,93.45068,apple
2,22.78234,94.36804,apple
2,22.19055,92.43764,apple
2,22.9143,90.70476,apple
2,23.08951,90.22507,apple
2,21.72485,92.83976,apple
2,22.44308,91.59234,apple
2,21.13161,91.9577,apple
2,22.71751,92.2548,apple
2,23.75033,92.8816,apple
2,23.76122,93.66164,apple
2,22.13451,94.67696,apple
2,21.17089,90.2373,apple
2,22.36238,91.15762,apple
2,22.77857,92.70124,apple
2,21.22503,90.09878,apple
2,23.15791,90.34397,apple
2,22.42776,93.91722,apple
2,23.64083,90.95258,apple
2,22.29423,90.69034,apple
2,23.35225,90.90055,apple
2,22.03912,94.58076,apple
2,23.80594,92.48879,apple
2,22.31944,90.85174,apple
2,22.14464,93.82567,apple
2,23.65168,94.50529,apple
2,22.16939,90.27186,apple
2,22.48,50.35,banana
2,26.62,83.26,banana
2,23.54,47.49,banana
2,24.84,32.26,banana
2,17.7,61.88,banana
2,19.9,35.31,banana
2,16.68,44.67,banana
2,29.36792366,76.24900101,banana
2,27.33368994,83.67675197,banana
2,27.40053601,82.96221306,banana
2,29.3159075,80.11585705,banana
2,26.05433004,79.39654531,banana
2,25.86632408,84.42379269,banana
2,27.00932084,80.18546798,banana
2,29.55054817,78.06762846,banana
2,26.28845991,83.390039,banana
2,29.16226551,76.16151562,banana
2,28.65003945,82.68752542,banana
2,29.07311132,76.50045221,banana
2,28.08166093,75.26429821,banana
2,27.1994597,78.8086068,banana
2,28.05484146,78.04602887,banana
2,25.14748006,83.34688193,banana
2,25.94019018,78.3422098,banana
2,27.66752761,79.68542782,banana
2,25.56703012,75.94067692,banana
2,28.6956201,82.54195839,banana
2,26.33544853,76.8532006,banana
2,25.93730186,78.89864446,banana
2,25.13686519,84.88394407,banana
2,27.50527651,80.79783998,banana
2,26.21009246,82.34429458,banana
2,29.10403455,79.19588629,banana
2,29.2440638,77.32017166,banana
2,25.56202173,77.38229006,banana
2,26.3985515,81.36028902,banana
2,28.09577643,77.79586769,banana
2,27.84767901,83.31110751,banana
2,27.39341554,81.4654833,banana
2,25.14517635,81.38204104,banana
2,28.65456263,79.28693687,banana
2,29.16093424,76.67484233,banana
2,27.57278064,82.0638878,banana
2,25.40909896,82.36208097,banana
2,25.99069521,83.33983116,banana
2,26.29039046,81.06003778,banana
2,29.14827211,78.71024836,banana
2,26.59743595,79.35898915,banana
2,25.36059237,75.03193255,banana
2,29.12036889,80.18080728,banana
2,27.53911354,77.25629897,banana
2,29.66727337,83.51014178,banana
2,25.05802193,84.97323747,banana
2,25.86824781,78.52399914,banana
2,25.85036988,81.95580471,banana
2,26.51682337,77.79913575,banana
2,28.66725136,79.59242542,banana
2,28.14938935,81.54448882,banana
2,26.42313317,83.6995044,banana
2,26.59386409,81.40740301,banana
2,27.71822477,76.57853189,banana
2,28.98333432,82.95958244,banana
2,29.42017919,83.96754496,banana
2,27.39872329,81.10523402,banana
2,26.4020227,84.41007614,banana
2,27.81251452,82.69285419,banana
2,25.19640218,83.55829874,banana
2,28.31193338,75.77363772,banana
2,25.90113128,80.47152737,banana
2,27.48612983,76.11239849,banana
2,29.38254012,83.50423735,banana
2,29.22118628,81.08183635,banana
2,27.09062164,81.33506906,banana
2,26.12643374,81.81365007,banana
2,29.01207743,77.95192527,banana
2,27.96799119,79.28625709,banana
2,28.0764455,76.05522115,banana
2,25.16278237,84.97849241,banana
2,25.78749808,84.51194224,banana
2,25.34119774,84.47321314,banana
2,29.44795403,78.34971537,banana
2,26.47522633,78.51833782,banana
2,27.39489579,83.31172003,banana
2,25.08347445,80.261731,banana
2,26.6719835,76.48541655,banana
2,25.44926208,79.49221962,banana
2,28.22776705,80.6430384,banana
2,28.1279509,77.48247073,banana
2,28.9470467,82.1888998,banana
2,27.96236771,84.15403614,banana
2,28.00316034,78.90085998,banana
2,29.1400919,80.1190228,banana
2,27.9122104,83.36307683,banana
2,25.43480512,81.53977797,banana
2,28.55980972,84.51602322,banana
2,26.59580783,82.99556744,banana
2,27.19711623,77.3970629,banana
2,25.29391516,79.29122198,banana
2,29.90888522,76.98740841,banana
2,27.94972463,76.63713353,banana
2,25.01018457,78.76260938,banana
2,29.21144871,84.70189923,banana
2,27.35911627,84.54625006,banana
2,28.0106804,76.52808057,banana
2,28.67208915,82.20793613,banana
2,27.34585147,78.4873835,banana
2,29.50704598,78.20585613,banana
2,29.36,65.69,blackgram
2,26.98,59.75,blackgram
2,39.16,59.38,blackgram
2,29.96,58.89,blackgram
2,37.8,77.83,blackgram
2,24.49,35.1,blackgram
2,32.52,89.62,blackgram
2,27.81,38.49,blackgram
2,23.76,88.65,blackgram
2,39.85,51.19,blackgram
2,23.61,67.4,blackgram
2,29.48439992,63.19915325,blackgram
2,26.73433965,68.13999721,blackgram
2,26.27274407,62.28814857,blackgram
2,34.03679184,67.21113844,blackgram
2,28.03644051,65.06601664,blackgram
2,28.81460716,65.33538112,blackgram
2,34.03619494,64.28791388,blackgram
2,33.8642935,61.57072498,blackgram
2,32.84213012,68.68401492,blackgram
2,27.10053268,63.36085585,blackgram
2,25.65842532,61.18235808,blackgram
2,32.34744009,66.61452812,blackgram
2,29.58949031,68.32176769,blackgram
2,30.91219459,68.79427388,blackgram
2,28.12787838,64.2097765,blackgram
2,30.08545364,69.34811988,blackgram
2,31.74379487,62.51007687,blackgram
2,27.81326852,62.50460464,blackgram
2,32.88733849,64.59457409,blackgram
2,29.36358721,64.98742947,blackgram
